text,source,label
"This Agreement shall be effective           through and including March 31, 2004.",NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,important
"5.12 The Parties shall strictly comply with the regulations of Ministry of Information Industry and other relevant authorities, and adopt ""compensation first"" principle with respect to user complaints, which means to first refund any amounts in respect of the complaint or objection to users before finding out which Party shall be responsible. The amounts so refunded shall be deducted from the settlement amounts between the Parties. If such user complaint is caused by any breach by Party B hereunder, Party B shall undertake relevant breaching liabilities.",IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.pdf,not_important
"42 ""Discovered Antibody"" has the meaning set forth in Section 7","BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.pdf",not_important
"implied, of employer-employee between Sabco and Prolong. Except as expressly  authorized herein, neither party may contract for or otherwise obligate the  other party without the party's prior express written consent.",PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.pdf,not_important
"The Developer expressly acknowledges and agrees that any all proprietary materials prepared by the Developer under this Agreement shall be considered ‚Äúworks for hire‚Äù and the exclusive property of the Client unless otherwise specified. To the extent such work may not be deemed a ‚Äúwork for hire‚Äù under applicable law, the Developer hereby assigns to the Client all of its right, title, and interest in and to such work. The Developer recognizes that the complete Intellectual Property of the project belongs to the Client",ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,important
 You agree to sell to AIRSOPURE on the same terms and conditions as the bona fide offer and to comply with all applicable laws relating to bulk transfers of assets,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.pdf,not_important
"  8. OTHER PRODUCTS.   8.1 New Products. In the event that ENERGOUS develops New Product, ENERGOUS will provide DIALOG with written notice describing the New Product before marketing, selling or distributing the New Product with or to any third party. Upon receipt of such notice, DIALOG will have [***] to notify ENERGOUS in writing that it desires to add such New Product as Product under this Agreement. If DIALOG provides such a notice, for a period of [***] following ENERGOUS' receipt of such notice, ENERGOUS and DIALOG will negotiate in good faith the terms pursuant to which such New Product will be added as a Product to this Agreement. ENERGOUS may not negotiate with any third party the rights to market, sell or distribute any New Product until the earliest to occur of the following (a) DIALOG does not provide ENERGOUS with notice that it desires to add such New Product to this Agreement within the above-described [***] period, (b) ENERGOUS and DIALOG do not reach mutually agreeable terms for adding such New Product to this Agreement during the [***] negotiation period or (c) DIALOG provides ENERGOUS with written notice that it does not wish to negotiate with respect to such New Product. For clarity, after any of the events described in the foregoing subsections (a), (b) or (c) occurs, the New Product will not be covered under this Agreement, and ENERGOUS will be free to manufacture, market, sell, distribute and otherwise exploit such New Product as it deems fit in its sole discretion, including in collaboration with or through one or more third parties.   8.2 No Competing Products.   (a) Until expiration or earlier termination of the Agreement, DIALOG agrees that it and its Affiliates will not, without ENERGOUS' written approval, intentionally sell, distribute or work with any third party to develop products incorporating any Uncoupled Power Transfer Technology other than Licensed Products; provided, however, that DIALOG shall not be under any such restrictions in relation to services or products it provides to the Key Customer in the event the Key Customer terminates its agreement with ENERGOUS.   (b) In the event that ENERGOUS does not receive Federal Communications Commission approval of any Licensed Product for power transmission [***] by the [***], (i) ENERGOUS may provide written notice to DIALOG which references this Section 8.2(b) and indicates ENERGOUS' intention to enable one or more Semiconductor Suppliers to supply Products for [***]; and (ii) DIALOG may provide written notice to ENERGOUS which references this Section 8.2(b) and indicates DIALOG's intention to sell, distribute or work with one or more third parties to develop products incorporating Uncoupled Power Transfer Technology for [***]. [***] following the date such notice is given pursuant to Section 20.1, the restrictions in Section 8.2(a) shall no longer apply to DIALOG for Uncoupled Power Transfer Technology in [***] and the restrictions relating to enabling a Semiconductor Supplier in Section 2.5(a) shall no longer apply to ENERGOUS for Products or Product Die in [***].   (c) In the event that ENERGOUS does not receive Federal Communications Commission approval of any Licensed Product for power transmission in [***] by the [***], (i) ENERGOUS may provide written notice to DIALOG which references this Section 8.2(c) and indicates ENERGOUS' intention to enable one or more Semiconductor Suppliers to supply Products for [***]; and (ii) DIALOG may provide written notice to ENERGOUS which references this Section 8.2(c) and indicates DIALOG's intention to sell, distribute or work with one or more third parties to develop products incorporating Uncoupled Power Transfer Technology for [***]. [***] following the date such notice is given pursuant to Section 20.1, the restrictions in Section 8.2(a) shall no longer apply to DIALOG for Uncoupled Power Transfer Technology in [***] and the restrictions relating to enabling a Semiconductor Supplier in Section 2.5(a) shall no longer apply to ENERGOUS for Products or Product Die in [***].   * Confidential Treatment Requested",ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
"     ""Chassis"" means the main frame, sub-frames and mounting brackets of the vehicle     ""Code of Practice"" means the HMSO code of practice set out in the appendix     ""Commencement Date"" means 16 October 2005",SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.pdf,not_important
"

The issued and outstanding shares of Bank Common Stock have been duly and validly issued and are fully paid and nonassessable",ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.pdf,not_important
"AT&T shall be the exclusive owner of all right, title, and interest in and to all Paid- For Development (defined below), including, without limitation, all Intellectual Property Rights therein and thereto. Vendor shall assign or have assigned to AT&T and hereby assigns to AT&T all Intellectual Property Rights in and to the Paid-For Development. To the extent needed to perfect AT&T‚Äôs ownership in AT&T Data, Vendor hereby assigns all right, title and interest in AT&T Data to AT&T. To the extent needed to perfect AT&T‚Äôs ownership in AT&T Derived Data, Vendor hereby assigns all right, title and interest in AT&T Derived Data to AT&T.",AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,important
"1.21 ""Force Majeure Event"" has the meaning set forth in Section 10.1.",VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.pdf,not_important
"14 ""Buy-Sell Materials"" means the materials that Customer sells to Manufacturer for use in manufacturing Product for Customer under the terms of this Agreement and as set forth in the applicable Facility Addendum",UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,not_important
"Every covenant required by this Section 7.6 shall be in a form satisfactory to us, including, without limitation, specific identification of us as a third party beneficiary of such covenants with an independent right to enforce them. Such covenants shall be in a form satisfactory to us, including, without limitation, specific identification of us as a third party beneficiary of such covenants with the independent right to enforce them. You and we acknowledge and agree that we are a third-party beneficiary to all Unit Franchise Agreements between you and Unit Franchisees in the Master Territory, and that we shall have the right to assume any of your responsibilities, duties or functions under such Unit Franchise Agreements in the event that this Agreement expires or is terminated for any reason. You shall include in the standard Unit Franchise Agreement used by you a provision which states that we are a third-party beneficiary to the Unit Franchise Agreement and are entitled to the rights granted in this Section 13.",SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,important
2016-03-01 00:00:00,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,important
"  3.1.1 This Agreement is effective on the day of May 1, 2013 and the effective term is the same as the Cooperation Term. The contracts of which the Parry A contract No. are KIS-Y-BJ120195 and KIS-Y-BJ120196 (Party B contract No. are 151215UD0118, 151215UD0119) are terminated on April 30, 2013.   4",CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.pdf,not_important
"XIMAGE shall not be liable for any failure or delay in performing its      obligation hereunder due to any cause beyond its reasonable control,      including without limitation, fire, accident, acts of public enemy, war,      rebellion, labor dispute or unrest, insurrection, sabotage,      transportation delays (other than administrative oversights), shortage      of raw material, energy or machinery, acts of God, government or the      judiciary.",IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT.pdf,not_important
" In such event, replacement                time shall be 7 Days of receipt of the RMA and NICE will be                responsible for the return of the failed Product or parts                thereof, respectively, to the Contractor within sixty (60) Days                from the delivery of the said RMA",NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.pdf,not_important
This Agreement shall be governed and construed in accordance with the laws of New York State   (without regard to the conflict of laws provisions thereof).,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,important
successive 5 years,VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.pdf,important
"(b) Territory. The rights granted Distributor hereunder are granted for the following geographical areas and markets. USA. (c) Products. The Products manufactured and sold by Company to Distributor for distribution hereunder are as follows: ● Arte Café Especial ● Arte Café Gourmet ● Arte Café Laurina ● Arte Café Organico ● And all another new brand and or kind of coffee. (d) Subagents. Distributor may appoint, with prior approval of the Company, sub-agents, sub-distributors, sub-representatives or other persons to act on Distributor's behalf or to otherwise perform any of Distributor's obligations under this Agreement within the Territory; provided that (i) any compensation to such sub-agent, sub-distributor, sub-representative or other person to act on Distributor's behalf or to otherwise perform any of Distributor's obligations shall be solely Distributor's responsibility, and (ii) such appointment does not deprive Company of the essential rights to which it is entitled under this Agreement. Any agreement with such sub-agent, sub-distributor, sub-representative or other person shall not extend beyond the term of this Agreement.",GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,not_important
This agreement shall automatically renew for a period of three (3) years and upon the parties mutual agreement on new minimum performance goals for the renewal period.,InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,important
"      · Health and safety of employees     · to take responsibility for the health and safety of its employees;  · to control hazards and take the best reasonably possible precautionary measures against accidents and occupational diseases;  · to provide training and ensure that employees are educated in health and safety issues;  · to set up or use a reasonable occupational health & safety management system(1)

Discount Type

List Price   Range  USD     Volume   Discount     Distributor   Discount*  Volume Discounts - Tier # 1    {*****}   {*****}   {*****}  Volume Discounts - Tier # 2    {*****}   {*****}   {*****}  Volume Discounts - Tier # 3    {*****}   {*****}   {*****}  Volume Discounts - Tier # 4    {*****}   {*****}   {*****}  Volume Discounts - Tier # 5    {*****}   {*****}   {*****}  Volume Discounts - Tier # 6    {*****}   {*****}   {*****}  Volume Discounts - Tier # 7    {*****}   {*****}   {*****}  Volume Discounts - Tier # 8    {*****}   {*****}   {*****}  Volume Discounts - Tier # 9    {*****}   {*****}   {*****}  Volume Discounts - Tier # 10    {*****}   {*****}   {*****}  Volume Discounts - Tier # 11    {*****}   {*****}   {*****}  Volume Discounts - Tier # 12    {*****}   {*****}   {*****}





   · Environmental protection     · to act in accordance with the applicable statutory and international standards regarding environmental protection;  · to minimize environmental pollution and make continuous improvements in environmental protection;  · to set up or use a reasonable environmental management system(1)     ·  Supply chain     ·  to use reasonable efforts to promote among its suppliers compliance with this Code of Conduct;  · to comply with the principles of non discrimination with regard to supplier selection and treatment",ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.pdf,not_important
"iPass grants to Channel Partner a nonexclusive, terminable right to: <omitted> (iii) install and execute the Server Software on up to three (3) designated servers and one backup server for Channel Partner and for each End User.",IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement.pdf,important
DISTRIBUTOR AGREEMENT,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,important
"ArTara, Inc. “ArTara” The University of Iowa “University”",ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,important
"FR 1638938 France Compounds, compositions and methods for treatment and prevention of orthopoxvirus infections and associated diseases April 12, 2017 June 18, 2024",SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,not_important
"The initial term of this Agreement shall commence on the Effective Date and shall continue until the fifth (5t h) anniversary of the Effective Date (the “Term”), unless the Agreement is sooner terminated in accordance with the terms of this Agreement.",LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,important
3 years,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.pdf,important
"93 ""Product"" means a product specified in the applicable Facility Addendum which, for the avoidance of doubt, includes all applicable SKUs of such product, in each case, as the same may be amended from time to time by the mutual written agreement of the Parties",UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,not_important
"Pfizer Inc. (“Pfizer”); Exact Sciences Corporation (""Exact"") (""Party"" and collectively as the ""Parties"")",ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,important
successive 2 years,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.pdf,important
"VerticalNet, Inc. ""VerticalNet"" PaperExchange.com, LLC ""PaperExchange""",PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement.pdf,important
"
  Table of Contents       Page  1.0  DEFINITIONS   1  2.0  LICENSE   4  3.0  RELATIONSHIP MANAGER   6  4.0  TERM   7  5.0  TERMINATION   7  6.0  ORDERING, DELIVERY AND INSTALLATION   8  7.0  CUSTOMIZATIONS   9  8.0  SOURCE CODE CUSTODY   10  9.0  DOCUMENTATION   11  10  ACCEPTANCE   11  11.0  MAINTENANCE SERVICES   12  12.0 UPGRADES   12  13.0 NON-MAINTENANCE SERVICES SUPPORT   12  14.0 TRAINING   12  15.0 PRICING/FEES   13  16.0 INVOICES TAXES/PAYMENT   13  17.0 EXPORT LAWS   15  18.0 MUTUAL REPRESENTATIONS AND WARRANTIES   15  19.0 REPRESENTATIONS AND WARRANTIES OF SUPPLIER   15  20.0 DELETION OF FUNCTIONS   17  21.0 DISABLEMENT OF SOFTWARE AND HARDWARE   17  22.0 FINANCIAL RESPONSIBILITY   17  23.0 BUSINESS CONTINUITY   17  24.0 RELATIONSHIP OF THE PARTIES   18  25.0 SUPPLIER PERSONNEL   18  26.0 INSURANCE   19  27.0 CONFIDENTIALITY AND INFORMATION PROTECTION   20  28.0 INDEMNITY   23  29.0 LIMITATION OF LIABILITY   24  30.0 DAMAGE TO BANK OF AMERICA SYSTEMS   24  31.0 SUPPLIER DIVERSITY   25  32.0 ENVIRONMENTAL INITIATIVE   26  33.0 AUDIT   26  34.0 NON-ASSIGNMENT   27  35.0 GOVERNING LAW   27  37.0 MEDIATION/ARBITRATION   28  38.0 NON-EXCLUSIVE NATURE OF AGREEMENT   29  39.0 OWNERSHIP OF WORK PRODUCT   29  40.0 MISCELLANEOUS   30  41.0 ENTIRE AGREEMENT   32    SCHEDULE A  PRODUCT LICENSE SCHEDULE TEMPLATE SCHEDULE B  CUSTOMIZATION SCHEDULE SCHEDULE C  CHANGE ORDER REQUEST FORM SCHEDULE D  MAINTENANCE SERVICES SCHEDULE E  INFORMATION SECURITY SCHEDULE F  BACKGROUND CHECKS SCHEDULE G  RECOVERY    Proprietary to Bank of America  ii  vTIP2010",CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,not_important
          (2). Assist  Franchisee  in  finding  a  general  contractor  for  the                construction and development of the Unit; and,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.pdf,not_important
"HSWI shall also provide reasonable assistance to World Book or its designated agent to conduct audits to confirm the payments hereunder. Any such audit will be conducted upon [*] ([*]) days notice and during regular business hours, and shall be at [*] expense, unless such audit reveals a discrepancy of more than [*] percent ([*]%) in the total applicable amount reported by HSWI, in which case [*] shall pay for, or reimburse [*] the cost of, such audit. Any such audit shall be conducted by an independent certified public accounting firm which is not engaged in performing other work for World Book or its affiliates; which agrees to enter into a confidentiality agreement with HSWI; and which is not compensated in any manner of contingency arrangements on the basis of its findings. HSWI further agrees that until the expiration of [*] ([*]) year after the termination of this Agreement, HSWI will make available upon written request to World Book or any of its duly authorized representatives, this Agreement and books, documents, and records of HSWI that are necessary to verify the nature and extent of the revenue derived by HSWI from advertising related to the Content hereunder. No more than [*] audit may be conducted in any [*] month period, unless the then-most-recent audit reveals a discrepancy of more than [*] percent ([*]%) in the total applicable amount reported by HSWI.",RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.pdf,important
This Amendment shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,important
Either party wishing to terminate          the Agreement must give written notice to the other party at least          thirty (30) days prior to the desired date of termination.,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.pdf,important
"9.1. Equitable Relief. Either party may seek equitable remedies, including injunctive relief, for a breach of the other party's obligations under Article 13 of this Agreement, prior to commencing the dispute resolution procedures set forth in Section 11.1 below.",OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.pdf,not_important
" This Agreement represents the entire understanding of the parties hereto with reference to the transactions contemplated hereby and supersedes any and all other oral or written agreements heretofore made, except for the engagement letter dated May 11, 2006, by and between the Agent and the Bank, relating to the Agent's providing conversion agent services to the Company and the Bank",ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.pdf,not_important
"5 of this Agreement;









   -33-



(ii) by payment to EKR of [**] percent ([**]%) of any purchase price payments, license fees, other access fees or  royalties received by PPI or any of its Affiliates after the Agreement Date in connection with the license (to the  extent permitted hereunder) or transfer of any rights to the Product (and/or any underlying intellectual property  rights) in the Field in the Territory to a Third Party (other than pursuant to any transaction described in Section 6","PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .pdf",not_important
4 In the case of the HSI HERC Foreign ERB Trademarks:   2,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.pdf",not_important
"The following Exhibit is composed of two (2) pages, into which are listed [*****] part numbers.",AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,not_important
"1(c);

  (rr) ""Securities Exchange Act"" means the Securities Exchange Act of 1934;

  (ss) ""Securities Commissions"" means the securities regulator in each jurisdiction whose Securities Laws are applicable to the Company;

  (tt) ""Securities Laws"" means the Laws relating to securities of the Company, and the regulations and rules made and forms prescribed thereunder together with all applicable published policy statements, blanket orders, rulings and notices adopted by the Securities Commissions of each such jurisdiction or applicable in such jurisdictions;

  (uu) ""Shareholders"" means the holders of Shares;

  (vv) ""Shares"" means common shares or any other securities into which the common shares in the capital of the Company are reorganized, exchanged or converted;

  (ww) ""Stock Option Plan"" means any stock option plan, agreement or arrangement adopted by the Company from time to time which provides for the issuance of options to acquire Shares;

4





(xx) ""Subscription Agreement"" has the meaning ascribed to it in the Preamble hereto;

(yy) ""Subsequent Closing Date"" has the meaning ascribed to it in Section 2",GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
"1st day of June, 2017",PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement.pdf,important
" It is designed to run on desktop computers and mobile  platforms including Java based phones, RIM Blackberries®,  Microsoft Windows Mobile®,  iPhone, Android and BREW devices",DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.pdf,not_important
" This Agreement shall inure to the benefit of and be binding upon the Parties and their respective successors and assigns, including, but not limited to, any chapter 11 or chapter 7 trustee; provided, however, that this Agreement may not be assigned by any of the Parties without the prior written consent of the other, provided further that notwithstanding the foregoing, GA and Tiger may each collaterally assign this Agreement and their rights thereunder to their respective lenders",BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT.pdf,not_important
" Ministry, department, legislative body, agency, court, tribunal, authority, corporation, commission or other body or entity of, or under the direct or indirect control of, any of the foregoing, including any central bank or other fiscal, monetary or other authority",LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT.pdf,not_important
"19.2 Limitation. Notwithstanding the provisions of Section 19.1, Tripath assumes no liability for, and Distributor agrees to indemnify Tripath to the same extent as Tripath's indemnity under Section 19.1 for: (i) any infringements covering completed equipment or any assembly, circuit, combination, or method in which any of the Products may be used but not covering such Products standing alone; or (ii) any trademark infringements involving any marking or branding not applied by Tripath or involving any marking or branding applied at the request of Distributor; or (iii) any modification of the Products unless such modification was made by Tripath.","ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.pdf",not_important
 Patents and Trademark Office duties and Canadian equivalent duties of candor and disclosure for each patent and patent application of the Corporation,OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,not_important
Multiple viewings of the Licensed Program shall be permitted during the Viewing Period for no additional fee and all such viewings shall be considered a single exhibition of the Licensed Program for the purposes of calculating License Fees hereunder.,EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.pdf,important
"

A-34






""Responsible Person"" means:

(a) for the Administrator, the Depositor, the Sponsor, the Servicer, the Marketing Agent, the Parent Support Provider or any Originator, a Person designated in an Officer's Certificate of the Person or other notice signed by an officer of the Person authorized to act for the Person or any treasurer, assistant treasurer or corporate secretary of such Person that has responsibility for the matter;

(b) for the Issuer, an officer in the Corporate Trust Office of the Owner Trustee, any officer of the Owner Trustee to whom any matter is referred because of the officer's knowledge of and familiarity with the matter, and a Responsible Person of the Administrator;

(c) for the Master Trust, an officer in the Corporate Trust Office of the Master Trust Owner Trustee, any officer of the Master Trust Owner Trustee to whom any matter is referred because of the officer's knowledge of and familiarity with the matter, and a Responsible Person of the Master Trust Administrator; and

(d) for the Indenture Trustee or the Owner Trustee, an officer in the Corporate Trust Office of the Indenture Trustee or the Owner Trustee, as applicable, including each vice president, assistant vice president, secretary, assistant secretary or other officer customarily performing functions similar to those performed by those officers listed above, and any officer of the Indenture Trustee or the Owner Trustee, as applicable, to whom any matter is referred because of the officer's knowledge of and familiarity with the matter, and in each case, having direct responsibility for the administration of the Transaction Documents",VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement.pdf,not_important
5 [***]of this Agreement and/or the non-disclosure clause in Section 12,PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement.pdf,not_important
" Notwithstanding the foregoing, in the event that Sutro and SutroVax are unable to resolve such disagreement within [***] days of the date of the applicable rejection notice, either Party may submit a sample of the allegedly non-conforming Product for testing and a determination as to whether or not such Product conforms to the Required Standards to an independent testing organization, or to a consultant of recognized repute within the United States pharmaceutical industry, in either case mutually agreed upon by the Parties (such organization or consultant, the ""Laboratory""), the appointment of which shall not be unreasonably withheld or delayed by either Party","VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.pdf",not_important
"""365 Distribution Costs"" shall mean the aggregate costs for freight in, freight out, warehousing and distribution administration of Roundup 365.",Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .pdf,not_important
- ------------------      [***] Confidential treatment has been requested for the bracketed portions. The confidential redacted portion has been omitted and filed separately with the Securities and Exchange Commission.,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.pdf,not_important
"This Agreement shall be governed by the internal laws, and not by the laws regarding conflicts of laws, of the State of North Carolina.",CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,important
" MMI shall immediately notify Dragon Systems in writing of any theft, loss or damage to any Dragon Systems property and shall indemnify Dragon Systems in respect of the same",DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.pdf,not_important
  RESELLER AGREEMENT,BravatekSolutionsInc_20170418_8-K_EX-10.1_10205739_EX-10.1_Reseller Agreement.pdf,important
1.58 Qualifying IP Clearance Litigation Costs means all documented out-of-pocket costs and expenses incurred by Licensee and its Affiliates in connection with activities undertaken and controlled by Licensee and its Affiliates in accordance with Section 9.4 [***] but excluding any and all Damages; provided further that the first [***] Euros (€[***]) of such costs and expenses paid or incurred by Licensee and its Affiliates in connection with activities undertaken under Section 9.4.1 and/or activities undertaken with respect to the Defense of an Infringement Claim initiated by the Reference Product sponsor pursuant to the BPCIA shall not be considered Qualifying IP Clearance Litigation Costs and shall instead be borne solely by Licensee.,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,not_important
"2 and 3 of the Exhibit 14 (""Price conditions""), multiplied by the Aircraft fleet FH accrued during the [*****] reference period, multiplied by the difference between the RRR and the MRR, with a maximum allowed difference of [*****]",AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,not_important
 The Parties will in good faith review existing market research to mutually agree on peak anticipated volume prior to [***],VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.pdf,not_important
"Section 13.1   LIMIT OF LIABILITY.  Licensor's total liability to Licensee under any provision of this Agreement shall be limited to the amount actually paid by Licensee to Licensor for the Licensed Product giving rise to the liability.  The existence of claims or suits against more than one Licensed Product shall not enlarge or extend the limit.  The parties to this Agreement acknowledge that each of them relied upon the inclusion of this limitation in consideration of entering into this Agreement.  IN NO EVENT SHALL A PARTY TO THIS AGREEMENT BE LIABLE TO THE OTHER PARTY TO THIS AGREEMENT FOR ANY SPECIAL, INDIRECT,",NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,not_important
Shall be submitted once (after all serviceable parts from the pool sent to Azul),AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,not_important
"Licensor hereby grants Licensed Users a nonexclusive, nontransferable, nonsublicensable, royalty-free license, during the term of this Agreement, to use and display the Licensed Trade Name and the Licensed Mark in the United States solely in connection with the Licensee's corporate name and identifying mark.",HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement.pdf,important
"With a copy to (which will not constitute notice): Arnold & Porter Kaye Scholer LLP 250 West 55t h Street New York, NY 10019-9710 Attn: Lowell Dashefsky and Eric Rothman Email: lowell.dashefsky @arnoldporter.com and eric.rothman@arnoldporter.com",SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.pdf,not_important
"This Agreement may be terminated by either Party upon six (6) months written notice following a Change of Control of Exact; provided that such notice is given within thirty (30) days of the consummation of such Change of Control. Notwithstanding the foregoing, either Party may, without consent of the other Party, assign this Agreement and its rights and obligations hereunder in whole or in part to an Affiliate of such Party, or in whole to its successor in interest in connection with the sale of all or substantially all of its stock or its assets to which this Agreement relates, or in connection with a merger, acquisition or similar transaction.",ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,important
"
12.2 Termination for Material Breach. 62 12.3 Additional Termination Rights by AbbVie. 63 12.4 Termination for Insolvency. 63 12.5 Rights in Bankruptcy. 63 12.6 Termination in Entirety. 63 12.7 Reversion of Harpoon Products. 66 12.8 Termination of Terminated Territory. 67 12.9 Remedies. 67 12.10 Accrued Rights; Surviving Obligations. 67",HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.pdf,not_important
"""Renewal Term"" shall have the meaning set forth in Section 15.1.","BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.pdf",not_important
